Unique_Investment_Id,Morningstar Category,Month,Investment,Rating,1 Yr % Rank,3 Yr % Rank,5 Yr % Rank,10 Yr % Rank,1 Yr Return,3 Yr Return,5 Yr Return,10 Yr Return,1 Yr Excess Return vs Primary Ix,3 Yr Excess Return vs Primary Ix,5 Yr Excess Return vs Primary Ix,10 Yr Excess Return vs Primary Ix,1 Yr Excess Return vs Category Ix,3 Yr Excess Return vs Category Ix,5 Yr Excess Return vs Category Ix,10 Yr Excess Return vs Category Ix,Net Flows
11517,US Fund China Region,2016 / 08,Invesco Greater China R5,4,7,18,49,1,15.088269,6.490433,4.001307,10.029491,4.147198,0.656614,-0.956743,3.495015,7.050574,1.675539,0.198855,2.125076,-44656889
11517,US Fund China Region,2016 / 09,Invesco Greater China R5,4,4,11,49,1,18.776081,6.335548,9.226353,9.844939,2.135994,1.127092,0.228233,3.330466,5.826248,2.435037,0.982177,2.065428,-24400764
11517,US Fund China Region,2016 / 10,Invesco Greater China R5,4,4,8,39,1,6.947522,4.412944,6.166822,8.809949,-1.12E-02,0.546173,-0.19544,2.704366,5.404436,2.037095,1.346529,1.956327,-15742297
11517,US Fund China Region,2016 / 11,Invesco Greater China R5,4,8,21,47,1,7.239508,1.948295,6.266609,7.558043,-1.653192,-0.64842,-1.65824,2.548658,3.408993,1.583162,-0.152923,1.934325,-80627007
11517,US Fund China Region,2016 / 12,Invesco Greater China R5,4,6,25,31,1,5.271035,0.374864,6.483863,6.018125,-0.133724,-1.298389,-5.78E-02,2.137656,4.374461,0.23941,1.465841,2.256688,-120109700
11518,US Fund Emerging Markets Bond,2015 / 01,Invesco Emerging Markets Flexible Bd A,1,74,81,,,-1.489449,-2.823454,,,-10.656188,-8.725706,,,-8.47101,-7.661,,,-498697009
11518,US Fund Emerging Markets Bond,2015 / 02,Invesco Emerging Markets Flexible Bd A,1,83,82,,,-5.665482,-4.018606,,,-12.523894,-9.385315,,,-10.576458,-8.274172,,,168132886
11518,US Fund Emerging Markets Bond,2015 / 03,Invesco Emerging Markets Flexible Bd A,1,79,80,,,-9.970225,-4.366129,,,-15.617996,-9.731611,,,-14.05149,-8.74837,,,243022667
11518,US Fund Emerging Markets Bond,2015 / 04,Invesco Emerging Markets Flexible Bd A,1,81,81,,,-8.399254,-3.728107,,,-14.455481,-9.094329,,,-12.901468,-8.183379,,,241758223
11518,US Fund Emerging Markets Bond,2015 / 05,Invesco Emerging Markets Flexible Bd A,1,82,84,,,-12.860963,-2.224096,,,-15.323801,-8.279122,,,-13.584493,-7.474079,,,25361035
11518,US Fund Emerging Markets Bond,2015 / 06,Invesco Emerging Markets Flexible Bd A,2,80,78,76,,-14.806225,-4.313886,0.508983,,-15.315581,-8.609638,-6.253759,,-13.239841,-7.750897,-6.01119,,-1022356443
11518,US Fund Emerging Markets Bond,2015 / 07,Invesco Emerging Markets Flexible Bd A,2,81,79,79,,-16.317634,-5.899126,-1.154193,,-16.920504,-9.105343,-7.174661,,-15.039166,-8.131031,-6.904798,,-495169145
11518,US Fund Emerging Markets Bond,2015 / 08,Invesco Emerging Markets Flexible Bd A,1,79,77,78,,-20.031651,-7.216284,-2.137643,,-18.886085,-9.706007,-7.465632,,-17.0507,-8.689157,-7.17543,,-964155104
11518,US Fund Emerging Markets Bond,2015 / 09,Invesco Emerging Markets Flexible Bd A,2,80,77,80,,-18.757,-8.880068,-3.804437,,-18.137617,-10.379516,-8.531607,,-16.798106,-9.392686,-8.202955,,-925766762
11518,US Fund Emerging Markets Bond,2015 / 10,Invesco Emerging Markets Flexible Bd A,1,79,76,81,,-16.197315,-7.834064,-3.323084,,-16.582544,-9.951197,-8.232956,,-15.696123,-9.119406,-8.015383,,-490314820
11518,US Fund Emerging Markets Bond,2015 / 11,Invesco Emerging Markets Flexible Bd A,1,79,78,85,,-16.527856,-8.741038,-3.116637,,-16.765861,-10.440892,-8.677107,,-16.355486,-9.488327,-8.476351,,-919801227
11518,US Fund Emerging Markets Bond,2015 / 12,Invesco Emerging Markets Flexible Bd A,1,80,78,83,,-13.906909,-10.149508,-4.101217,,-15.091208,-11.136977,-9.462078,,-15.135638,-10.080556,-9.212084,,-903360913
11518,US Fund Emerging Markets Bond,2016 / 01,Invesco Emerging Markets Flexible Bd A,1,83,80,87,,-15.227711,-10.652518,-4.082476,,-15.294389,-12.032028,-9.531729,,-15.909407,-10.995337,-9.266105,,-1136645543
11518,US Fund Emerging Markets Bond,2016 / 02,Invesco Emerging Markets Flexible Bd A,1,87,84,89,,-14.488287,-10.546452,-4.28196,,-15.601948,-12.672231,-10.068867,,-15.941484,-11.608921,-9.825682,,-744038179
11518,US Fund Emerging Markets Bond,2016 / 03,Invesco Emerging Markets Flexible Bd A,1,99,98,97,,-10.732836,-9.816999,-4.406772,,-14.919953,-13.258256,-10.6248,,-15.090827,-12.248298,-10.377568,,-115093572
11518,US Fund Emerging Markets Bond,2016 / 04,Invesco Emerging Markets Flexible Bd A,1,98,98,96,,-12.075386,-10.301314,-5.009076,,-16.403602,-13.356833,-11.312813,,-16.375749,-12.42655,-11.08901,,196618794
11518,US Fund Emerging Markets Bond,2016 / 05,Invesco Emerging Markets Flexible Bd A,1,98,98,96,,-10.435044,-8.740561,-5.011201,,-14.983896,-12.991874,-10.953858,,-14.984854,-12.093919,-10.719446,,-68123677
11518,US Fund Emerging Markets Bond,2016 / 06,Invesco Emerging Markets Flexible Bd A,1,98,98,96,,-7.394434,-6.693461,-4.698126,,-17.179767,-13.889059,-11.15214,,-17.712335,-13.132316,-10.946777,,-49864349
11518,US Fund Emerging Markets Bond,2016 / 07,Invesco Emerging Markets Flexible Bd A,1,98,98,96,,-3.490745,-6.17359,-4.727635,,-14.70732,-13.578526,-11.171822,,-15.067155,-12.824961,-10.894621,,2860329327
11518,US Fund Emerging Markets Bond,2016 / 08,Invesco Emerging Markets Flexible Bd A,1,98,98,96,,1.67905,-4.532361,-4.493391,,-12.564922,-13.512554,-11.205959,,-13.138646,-12.795109,-10.926309,,1360829805
11518,US Fund Emerging Markets Bond,2016 / 09,Invesco Emerging Markets Flexible Bd A,1,98,98,96,,4.451355,-5.998552,-2.283281,,-11.752883,-14.193339,-10.037758,,-12.368919,-13.435848,-9.706292,,1350320065
11518,US Fund Emerging Markets Bond,2016 / 10,Invesco Emerging Markets Flexible Bd A,1,98,98,96,,0.452864,-6.672651,-3.319794,,-11.248024,-13.442105,-9.883348,,-11.132294,-12.648162,-9.485755,,588618707
11518,US Fund Emerging Markets Bond,2016 / 11,Invesco Emerging Markets Flexible Bd A,1,97,98,97,,1.312631,-5.936569,-2.813123,,-5.879087,-11.83483,-8.676516,,-5.685746,-11.22603,-8.203095,,-565236101
11518,US Fund Emerging Markets Bond,2016 / 12,Invesco Emerging Markets Flexible Bd A,1,93,98,97,,5.088486,-5.455997,-2.44359,,-5.063072,-11.643435,-8.349517,,-5.104277,-11.042386,-7.887285,,-1060800676
11524,US Fund Target-Date Retirement,2015 / 01,Invesco Balanced-Risk Retire Now A,2,70,90,75,,4.732257,3.336814,5.552017,,,,,,0.334558,-2.19891,-1.339808,,51060653
11524,US Fund Target-Date Retirement,2015 / 02,Invesco Balanced-Risk Retire Now A,2,69,90,72,,3.921685,3.15081,5.411482,,,,,,5.94E-02,-2.198662,-1.599101,,-47871339
11524,US Fund Target-Date Retirement,2015 / 03,Invesco Balanced-Risk Retire Now A,1,47,90,67,,4.360484,3.153011,5.143538,,,,,,1.065924,-1.871709,-1.344137,,-8005120
11524,US Fund Target-Date Retirement,2015 / 04,Invesco Balanced-Risk Retire Now A,1,62,90,72,,3.899624,3.07852,4.864893,,,,,,0.38485,-2.114867,-1.511408,,4190748
11524,US Fund Target-Date Retirement,2015 / 05,Invesco Balanced-Risk Retire Now A,1,79,90,73,,1.856801,3.455322,4.971491,,,,,,-0.176497,-2.680789,-2.104549,,-6738171
11524,US Fund Target-Date Retirement,2015 / 06,Invesco Balanced-Risk Retire Now A,1,78,90,74,,-0.392211,2.683032,4.562328,,,,,,-0.480962,-2.570801,-2.378536,,-19238549
11524,US Fund Target-Date Retirement,2015 / 07,Invesco Balanced-Risk Retire Now A,1,86,90,72,,-0.182194,2.158179,4.265493,,,,,,-1.379505,-2.565101,-2.041031,,-15794993
11524,US Fund Target-Date Retirement,2015 / 08,Invesco Balanced-Risk Retire Now A,1,81,92,78,,-3.397419,1.048529,3.517026,,,,,,-1.143384,-2.577827,-2.523583,,-20011679
11524,US Fund Target-Date Retirement,2015 / 09,Invesco Balanced-Risk Retire Now A,1,65,87,75,,-1.639874,0.59963,3.085666,,,,,,-0.230444,-2.271528,-1.95559,,-12159372
11524,US Fund Target-Date Retirement,2015 / 10,Invesco Balanced-Risk Retire Now A,1,81,88,73,,-1.007577,1.43511,3.280539,,,,,,-0.991654,-2.373743,-1.764345,,2750227
11524,US Fund Target-Date Retirement,2015 / 11,Invesco Balanced-Risk Retire Now A,1,88,88,75,,-2.227548,0.910618,3.302131,,,,,,-1.011662,-2.56251,-1.782638,,-19206693
11524,US Fund Target-Date Retirement,2015 / 12,Invesco Balanced-Risk Retire Now A,1,88,88,75,,-2.810585,0.57935,2.789753,,,,,,-1.513909,-2.448838,-1.586019,,-14843001
11524,US Fund Target-Date Retirement,2016 / 01,Invesco Balanced-Risk Retire Now A,1,88,88,67,,-4.595365,8.38E-02,2.784171,,,,,,-1.868787,-1.942175,-1.126246,,-26268300
11524,US Fund Target-Date Retirement,2016 / 02,Invesco Balanced-Risk Retire Now A,1,57,86,64,,-4.65871,0.285363,2.694177,,,,,,-1.009744,-1.869274,-1.006127,,-14022628
11524,US Fund Target-Date Retirement,2016 / 03,Invesco Balanced-Risk Retire Now A,1,92,92,69,,-3.446267,0.518331,2.982628,,,,,,-3.49228,-2.304981,-1.249515,,-26294733
11524,US Fund Target-Date Retirement,2016 / 04,Invesco Balanced-Risk Retire Now A,2,82,89,64,,-1.787991,0.945743,3.054837,,,,,,-1.95061,-1.971256,-0.927892,,5368840
11524,US Fund Target-Date Retirement,2016 / 05,Invesco Balanced-Risk Retire Now A,2,53,89,63,,-0.636354,1.554528,3.155253,,,,,,-1.022452,-1.758196,-0.910372,,4243340
11524,US Fund Target-Date Retirement,2016 / 06,Invesco Balanced-Risk Retire Now A,2,14,77,56,,2.878997,3.183479,3.712729,,,,,,0.330073,-1.107694,-0.750036,,18572986
11524,US Fund Target-Date Retirement,2016 / 07,Invesco Balanced-Risk Retire Now A,1,16,84,75,,3.958041,2.928524,3.33846,,,,,,4.37E-02,-1.110247,-1.273642,,13667899
11524,US Fund Target-Date Retirement,2016 / 08,Invesco Balanced-Risk Retire Now A,1,32,91,85,,6.019826,2.773485,2.968345,,,,,,7.00E-02,-1.634114,-1.907626,,701144
11524,US Fund Target-Date Retirement,2016 / 09,Invesco Balanced-Risk Retire Now A,1,39,88,86,,7.38417,2.635292,3.715379,,,,,,-0.189371,-1.256139,-2.021424,,21720944
11524,US Fund Target-Date Retirement,2016 / 10,Invesco Balanced-Risk Retire Now A,1,11,89,87,,4.673029,1.947302,3.126084,,,,,,0.861281,-0.968068,-1.50024,,62365843
11524,US Fund Target-Date Retirement,2016 / 11,Invesco Balanced-Risk Retire Now A,1,8,75,89,,5.159874,1.941655,2.917229,,,,,,1.101363,-0.730143,-1.730234,,-7343063
11524,US Fund Target-Date Retirement,2016 / 12,Invesco Balanced-Risk Retire Now A,1,10,70,91,,6.735398,2.337604,2.897587,,,,,,0.750558,-0.541114,-1.847967,,-141783928
11525,US Fund Target-Date Retirement,2015 / 01,Invesco Balanced-Risk Retire Now B,2,87,97,86,,3.862074,2.549701,4.725072,,,,,,-0.535625,-2.986023,-2.166752,,51060653
11525,US Fund Target-Date Retirement,2015 / 02,Invesco Balanced-Risk Retire Now B,2,86,96,82,,3.047818,2.366615,4.588606,,,,,,-0.814426,-2.982857,-2.421976,,-47871339
11525,US Fund Target-Date Retirement,2015 / 03,Invesco Balanced-Risk Retire Now B,2,76,96,83,,3.646241,2.408658,4.344403,,,,,,0.351681,-2.616062,-2.143272,,-8005120
11525,US Fund Target-Date Retirement,2015 / 04,Invesco Balanced-Risk Retire Now B,1,82,96,85,,3.178317,2.333246,4.044916,,,,,,-0.336457,-2.86014,-2.331385,,4190748
11525,US Fund Target-Date Retirement,2015 / 05,Invesco Balanced-Risk Retire Now B,1,88,96,90,,0.990905,2.668859,4.149196,,,,,,-1.042392,-3.467251,-2.926844,,-6738171
11525,US Fund Target-Date Retirement,2015 / 06,Invesco Balanced-Risk Retire Now B,1,86,95,92,,-1.06645,1.964872,3.784547,,,,,,-1.155202,-3.28896,-3.156317,,-19238549
11525,US Fund Target-Date Retirement,2015 / 07,Invesco Balanced-Risk Retire Now B,1,97,98,90,,-0.860173,1.398346,3.489248,,,,,,-2.057484,-3.324933,-2.817275,,-15794993
11525,US Fund Target-Date Retirement,2015 / 08,Invesco Balanced-Risk Retire Now B,1,89,98,93,,-4.026052,0.310576,2.733909,,,,,,-1.772017,-3.31578,-3.3067,,-20011679
11525,US Fund Target-Date Retirement,2015 / 09,Invesco Balanced-Risk Retire Now B,1,83,97,92,,-2.468245,-0.147154,2.300767,,,,,,-1.058815,-3.018312,-2.74049,,-12159372
11525,US Fund Target-Date Retirement,2015 / 10,Invesco Balanced-Risk Retire Now B,1,93,97,91,,-1.717319,0.660091,2.477932,,,,,,-1.701396,-3.148762,-2.566952,,2750227
11525,US Fund Target-Date Retirement,2015 / 11,Invesco Balanced-Risk Retire Now B,1,93,96,93,,-2.96086,0.16562,2.519484,,,,,,-1.744974,-3.307508,-2.565286,,-19206693
11525,US Fund Target-Date Retirement,2015 / 12,Invesco Balanced-Risk Retire Now B,1,94,97,94,,-3.548867,-0.179587,2.018227,,,,,,-2.252191,-3.207775,-2.357545,,-14843001
11525,US Fund Target-Date Retirement,2016 / 01,Invesco Balanced-Risk Retire Now B,1,93,97,87,,-5.144674,-0.64306,2.010204,,,,,,-2.418096,-2.669005,-1.900213,,-26268300
11525,US Fund Target-Date Retirement,2016 / 02,Invesco Balanced-Risk Retire Now B,2,74,94,86,,-5.328138,-0.44326,1.920932,,,,,,-1.679172,-2.597897,-1.779372,,-14022628
11525,US Fund Target-Date Retirement,2016 / 03,Invesco Balanced-Risk Retire Now B,1,98,98,89,,-4.191295,-0.225577,2.21481,,,,,,-4.237308,-3.048888,-2.017333,,-26294733
11525,US Fund Target-Date Retirement,2016 / 04,Invesco Balanced-Risk Retire Now B,2,95,99,86,,-2.62854,0.167107,2.245148,,,,,,-2.791159,-2.749893,-1.73758,,5368840
11525,US Fund Target-Date Retirement,2016 / 05,Invesco Balanced-Risk Retire Now B,2,78,98,85,,-1.341573,0.78354,2.372545,,,,,,-1.727671,-2.529185,-1.69308,,4243340
11525,US Fund Target-Date Retirement,2016 / 06,Invesco Balanced-Risk Retire Now B,2,45,96,80,,2.004729,2.392852,2.937652,,,,,,-0.544196,-1.898321,-1.525114,,18572986
11525,US Fund Target-Date Retirement,2016 / 07,Invesco Balanced-Risk Retire Now B,1,42,96,89,,3.227014,2.179144,2.568661,,,,,,-0.687277,-1.859627,-2.043442,,13667899
11525,US Fund Target-Date Retirement,2016 / 08,Invesco Balanced-Risk Retire Now B,1,67,99,97,,5.201642,2.019207,2.219269,,,,,,-0.748186,-2.388392,-2.656702,,701144
11525,US Fund Target-Date Retirement,2016 / 09,Invesco Balanced-Risk Retire Now B,1,68,98,95,,6.596965,1.880446,2.921964,,,,,,-0.976576,-2.010985,-2.814839,,21720944
11525,US Fund Target-Date Retirement,2016 / 10,Invesco Balanced-Risk Retire Now B,1,24,97,95,,3.95103,1.180374,2.35087,,,,,,0.139281,-1.734996,-2.275454,,62365843
11525,US Fund Target-Date Retirement,2016 / 11,Invesco Balanced-Risk Retire Now B,1,13,96,95,,4.321821,1.170062,2.139078,,,,,,0.26331,-1.501736,-2.508385,,-7343063
11525,US Fund Target-Date Retirement,2016 / 12,Invesco Balanced-Risk Retire Now B,1,18,94,96,,6.032322,1.598996,2.156685,,,,,,4.75E-02,-1.279722,-2.588869,,-141783928
11526,US Fund Target-Date Retirement,2015 / 01,Invesco Balanced-Risk Retire Now C,2,87,96,85,,3.85872,2.550198,4.774795,,,,,,-0.538979,-2.985526,-2.117029,,51060653
11526,US Fund Target-Date Retirement,2015 / 02,Invesco Balanced-Risk Retire Now C,2,84,95,82,,3.161577,2.367309,4.637813,,,,,,-0.700667,-2.982163,-2.37277,,-47871339
11526,US Fund Target-Date Retirement,2015 / 03,Invesco Balanced-Risk Retire Now C,2,77,96,83,,3.641799,2.407926,4.344352,,,,,,0.347238,-2.616793,-2.143323,,-8005120
11526,US Fund Target-Date Retirement,2015 / 04,Invesco Balanced-Risk Retire Now C,2,83,95,84,,3.175762,2.333982,4.093485,,,,,,-0.339012,-2.859405,-2.282816,,4190748
11526,US Fund Target-Date Retirement,2015 / 05,Invesco Balanced-Risk Retire Now C,2,86,94,87,,1.103057,2.707581,4.198219,,,,,,-0.930241,-3.428529,-2.877821,,-6738171
11526,US Fund Target-Date Retirement,2015 / 06,Invesco Balanced-Risk Retire Now C,1,89,96,93,,-1.179768,1.926322,3.784495,,,,,,-1.26852,-3.327511,-3.156368,,-19238549
11526,US Fund Target-Date Retirement,2015 / 07,Invesco Balanced-Risk Retire Now C,2,98,98,90,,-0.974215,1.397618,3.489197,,,,,,-2.171526,-3.325661,-2.817327,,-15794993
11526,US Fund Target-Date Retirement,2015 / 08,Invesco Balanced-Risk Retire Now C,1,92,98,94,,-4.135408,0.309856,2.733858,,,,,,-1.881372,-3.316501,-3.306751,,-20011679
11526,US Fund Target-Date Retirement,2015 / 09,Invesco Balanced-Risk Retire Now C,1,85,99,93,,-2.472439,-0.183791,2.300716,,,,,,-1.063009,-3.054949,-2.740541,,-12159372
11526,US Fund Target-Date Retirement,2015 / 10,Invesco Balanced-Risk Retire Now C,2,92,96,90,,-1.714245,0.662715,2.502269,,,,,,-1.698322,-3.146138,-2.542616,,2750227
11526,US Fund Target-Date Retirement,2015 / 11,Invesco Balanced-Risk Retire Now C,1,95,97,94,,-3.072599,0.128791,2.519433,,,,,,-1.856714,-3.344337,-2.565336,,-19206693
11526,US Fund Target-Date Retirement,2015 / 12,Invesco Balanced-Risk Retire Now C,1,95,98,96,,-3.665676,-0.181046,1.993166,,,,,,-2.369,-3.209235,-2.382606,,-14843001
11526,US Fund Target-Date Retirement,2016 / 01,Invesco Balanced-Risk Retire Now C,2,93,98,88,,-5.258277,-0.644513,2.008989,,,,,,-2.5317,-2.670458,-1.901428,,-26268300
11526,US Fund Target-Date Retirement,2016 / 02,Invesco Balanced-Risk Retire Now C,2,80,95,88,,-5.440901,-0.481436,1.919719,,,,,,-1.791935,-2.636073,-1.780585,,-14022628
11526,US Fund Target-Date Retirement,2016 / 03,Invesco Balanced-Risk Retire Now C,2,98,97,88,,-4.075462,-0.185325,2.215358,,,,,,-4.121475,-3.008636,-2.016785,,-26294733
11526,US Fund Target-Date Retirement,2016 / 04,Invesco Balanced-Risk Retire Now C,2,95,98,85,,-2.624454,0.170246,2.269236,,,,,,-2.787074,-2.746754,-1.713493,,5368840
11526,US Fund Target-Date Retirement,2016 / 05,Invesco Balanced-Risk Retire Now C,2,78,98,85,,-1.33897,0.785987,2.396477,,,,,,-1.725068,-2.526738,-1.669147,,4243340
11526,US Fund Target-Date Retirement,2016 / 06,Invesco Balanced-Risk Retire Now C,2,38,95,81,,2.122679,2.43236,2.937304,,,,,,-0.426245,-1.858813,-1.525462,,18572986
11526,US Fund Target-Date Retirement,2016 / 07,Invesco Balanced-Risk Retire Now C,2,34,95,89,,3.34519,2.179964,2.591921,,,,,,-0.569101,-1.858807,-2.020181,,13667899
11526,US Fund Target-Date Retirement,2016 / 08,Invesco Balanced-Risk Retire Now C,1,58,98,97,,5.322523,2.058321,2.21973,,,,,,-0.627305,-2.349278,-2.656241,,701144
11526,US Fund Target-Date Retirement,2016 / 09,Invesco Balanced-Risk Retire Now C,1,62,97,94,,6.718696,1.881588,2.945247,,,,,,-0.854845,-2.009843,-2.791557,,21720944
11526,US Fund Target-Date Retirement,2016 / 10,Invesco Balanced-Risk Retire Now C,1,25,97,94,,3.947321,1.182308,2.35119,,,,,,0.135572,-1.733062,-2.275133,,62365843
11526,US Fund Target-Date Retirement,2016 / 11,Invesco Balanced-Risk Retire Now C,1,12,95,94,,4.442731,1.209188,2.13964,,,,,,0.38422,-1.46261,-2.507823,,-7343063
11526,US Fund Target-Date Retirement,2016 / 12,Invesco Balanced-Risk Retire Now C,1,15,92,95,,6.161648,1.63729,2.156934,,,,,,0.176808,-1.241428,-2.58862,,-141783928
11527,US Fund Target-Date Retirement,2015 / 01,Invesco Balanced-Risk Retire Now R6,,64,,,,4.903308,,,,,,,,0.505609,,,,51060653
11527,US Fund Target-Date Retirement,2015 / 02,Invesco Balanced-Risk Retire Now R6,,52,,,,4.210883,,,,,,,,0.348639,,,,-47871339
11527,US Fund Target-Date Retirement,2015 / 03,Invesco Balanced-Risk Retire Now R6,,33,,,,4.599656,,,,,,,,1.305096,,,,-8005120
11527,US Fund Target-Date Retirement,2015 / 04,Invesco Balanced-Risk Retire Now R6,,44,,,,4.255981,,,,,,,,0.741206,,,,4190748
11527,US Fund Target-Date Retirement,2015 / 05,Invesco Balanced-Risk Retire Now R6,,73,,,,1.993707,,,,,,,,-3.96E-02,,,,-6738171
11527,US Fund Target-Date Retirement,2015 / 06,Invesco Balanced-Risk Retire Now R6,,72,,,,-0.130397,,,,,,,,-0.219149,,,,-19238549
11527,US Fund Target-Date Retirement,2015 / 07,Invesco Balanced-Risk Retire Now R6,,82,,,,7.90E-02,,,,,,,,-1.118326,,,,-15794993
11527,US Fund Target-Date Retirement,2015 / 08,Invesco Balanced-Risk Retire Now R6,,75,,,,-3.120876,,,,,,,,-0.86684,,,,-20011679
11527,US Fund Target-Date Retirement,2015 / 09,Invesco Balanced-Risk Retire Now R6,2,61,83,,,-1.476408,0.846688,,,,,,,-6.70E-02,-2.024471,,,-12159372
11527,US Fund Target-Date Retirement,2015 / 10,Invesco Balanced-Risk Retire Now R6,2,76,83,,,-0.741329,1.679013,,,,,,,-0.725406,-2.12984,,,2750227
11527,US Fund Target-Date Retirement,2015 / 11,Invesco Balanced-Risk Retire Now R6,2,83,85,,,-2.061049,1.156084,,,,,,,-0.845163,-2.317045,,,-19206693
11527,US Fund Target-Date Retirement,2015 / 12,Invesco Balanced-Risk Retire Now R6,2,86,84,,,-2.642487,0.831519,,,,,,,-1.345811,-2.19667,,,-14843001
11527,US Fund Target-Date Retirement,2016 / 01,Invesco Balanced-Risk Retire Now R6,2,82,85,,,-4.309283,0.337197,,,,,,,-1.582705,-1.688748,,,-26268300
11527,US Fund Target-Date Retirement,2016 / 02,Invesco Balanced-Risk Retire Now R6,2,52,84,,,-4.479419,0.53776,,,,,,,-0.830453,-1.616878,,,-14022628
11527,US Fund Target-Date Retirement,2016 / 03,Invesco Balanced-Risk Retire Now R6,2,89,86,,,-3.166183,0.790473,,,,,,,-3.212196,-2.032838,,,-26294733
11527,US Fund Target-Date Retirement,2016 / 04,Invesco Balanced-Risk Retire Now R6,2,77,85,,,-1.626797,1.178165,,,,,,,-1.789416,-1.738834,,,5368840
11527,US Fund Target-Date Retirement,2016 / 05,Invesco Balanced-Risk Retire Now R6,2,44,85,,,-0.371467,1.784743,,,,,,,-0.757565,-1.527982,,,4243340
